Build Target,Series,Part Number,Device,Device Version,Package,Speed Grade,Core Voltage,Default,Boot Rom Update Only Supported,Security Mode Supported
EPM11,GW1NR,GW1NR-LV9QN88PC7/I6,GW1NR-9,C,QFN88P,C7I6,LV,NO,NO,NO

